mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00010220,SYS0009235,BS000226,GDPR,Processor evidence,Indirect,Critical,Processor evidence evidence pack,46.8,28.4,Strong,APAC
REG00010221,SYS0001680,BS000449,Operational Resilience,Service mapping,Indirect,Medium,Service mapping evidence pack,16.1,20.3,Strong,Global
REG00010222,SYS0000445,BS000343,Operational Resilience,Impact tolerance,Indirect,Critical,Impact tolerance evidence pack,54.2,51.4,Moderate,US
REG00010223,SYS0009710,BS000176,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,57.3,33.5,Strong,EU
REG00010224,SYS0000841,BS000226,SOX,Change evidence,Indirect,Medium,Change evidence evidence pack,25.0,45.7,Moderate,US
REG00010225,SYS0007607,BS000375,DORA,Operational resilience testing,Evidence Only,High,Operational resilience testing evidence pack,23.8,39.9,Moderate,US
REG00010226,SYS0011668,BS000481,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,25.2,27.9,Strong,EU
REG00010227,SYS0001039,BS000557,DORA,ICT risk management,Indirect,High,ICT risk management evidence pack,60.4,26.7,Strong,US
REG00010228,SYS0008720,BS000657,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,46.8,0.0,Strong,US
REG00010229,SYS0006775,BS000533,SOX,Access attestation,Direct,Medium,Access attestation evidence pack,53.2,18.4,Strong,US
REG00010230,SYS0004806,BS000416,Internal Audit,Risk acceptance,Indirect,Medium,Risk acceptance evidence pack,44.6,24.2,Strong,EU
REG00010231,SYS0005284,BS000228,NIS2,Cyber risk governance,Direct,Critical,Cyber risk governance evidence pack,51.0,22.0,Strong,US
REG00010232,SYS0007449,BS000392,SOX,Change evidence,Indirect,High,Change evidence evidence pack,58.9,23.6,Strong,US
REG00010233,SYS0006836,BS000583,Operational Resilience,Impact tolerance,Evidence Only,Medium,Impact tolerance evidence pack,76.9,22.7,Strong,EU
REG00010234,SYS0005953,BS000431,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,29.9,26.4,Strong,EU
REG00010235,SYS0002814,BS000061,Operational Resilience,Impact tolerance,Indirect,Low,Impact tolerance evidence pack,35.6,11.0,Strong,UK
REG00010236,SYS0003311,BS000012,Operational Resilience,Scenario testing,Direct,Low,Scenario testing evidence pack,66.7,21.6,Strong,EU
REG00010237,SYS0005471,BS000436,DORA,ICT risk management,Indirect,High,ICT risk management evidence pack,25.6,43.0,Moderate,UK
REG00010238,SYS0009579,BS000110,NIS2,Incident reporting,Evidence Only,High,Incident reporting evidence pack,62.3,45.0,Moderate,US
REG00010239,SYS0011613,BS000575,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,60.6,43.3,Moderate,US
REG00010240,SYS0010238,BS000515,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,69.0,16.1,Strong,UK
REG00010241,SYS0009938,BS000329,GDPR,Data protection controls,Watch,Low,Data protection controls evidence pack,37.0,17.8,Strong,APAC
REG00010242,SYS0000373,BS000379,NIS2,Incident reporting,Indirect,Low,Incident reporting evidence pack,27.0,20.7,Strong,US
REG00010243,SYS0005093,BS000150,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,34.4,22.4,Strong,APAC
REG00010244,SYS0006278,BS000581,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,56.8,29.5,Strong,UK
REG00010245,SYS0006616,BS000004,DORA,ICT risk management,Watch,Low,ICT risk management evidence pack,45.6,0.0,Strong,US
REG00010246,SYS0007977,BS000137,SOX,Change evidence,Evidence Only,Critical,Change evidence evidence pack,52.8,41.3,Moderate,APAC
REG00010247,SYS0009112,BS000238,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,73.0,17.2,Strong,EU
REG00010248,SYS0004332,BS000273,HIPAA,Business associate evidence,Direct,Low,Business associate evidence evidence pack,48.2,35.7,Moderate,US
REG00010249,SYS0009303,BS000013,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,44.3,47.4,Moderate,EU
REG00010250,SYS0001909,BS000440,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,61.3,23.6,Strong,Global
REG00010251,SYS0012000,BS000565,GDPR,Breach reporting,Evidence Only,High,Breach reporting evidence pack,65.7,22.0,Strong,EU
REG00010252,SYS0006830,BS000315,NIS2,Supply-chain security,Direct,High,Supply-chain security evidence pack,58.3,45.8,Moderate,Global
REG00010253,SYS0002634,BS000257,DORA,Third-party risk evidence,Indirect,Critical,Third-party risk evidence evidence pack,49.7,40.5,Moderate,UK
REG00010254,SYS0004980,BS000524,NIS2,Cyber risk governance,Watch,Medium,Cyber risk governance evidence pack,47.0,30.4,Strong,EU
REG00010255,SYS0007219,BS000143,SOX,Access attestation,Direct,Low,Access attestation evidence pack,50.2,27.8,Strong,APAC
REG00010256,SYS0008291,BS000557,NIS2,Supply-chain security,Direct,Low,Supply-chain security evidence pack,67.3,24.8,Strong,US
REG00010257,SYS0007626,BS000503,NIS2,Incident reporting,Watch,Medium,Incident reporting evidence pack,64.3,42.2,Moderate,LATAM
REG00010258,SYS0001919,BS000023,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,51.5,17.7,Strong,EU
REG00010259,SYS0006822,BS000141,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,50.7,35.2,Moderate,LATAM
REG00010260,SYS0001115,BS000679,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,80.3,30.3,Strong,Global
REG00010261,SYS0006873,BS000477,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,48.3,45.4,Moderate,Global
REG00010262,SYS0002721,BS000321,Operational Resilience,Impact tolerance,Evidence Only,High,Impact tolerance evidence pack,50.8,6.4,Strong,US
REG00010263,SYS0000848,BS000102,GDPR,Data protection controls,Evidence Only,Critical,Data protection controls evidence pack,62.6,27.5,Strong,EU
REG00010264,SYS0003977,BS000064,DORA,ICT risk management,Evidence Only,High,ICT risk management evidence pack,46.6,39.1,Moderate,UK
REG00010265,SYS0000089,BS000502,GDPR,Data protection controls,Indirect,Critical,Data protection controls evidence pack,39.0,38.9,Moderate,US
REG00010266,SYS0008835,BS000509,NIS2,Supply-chain security,Evidence Only,Medium,Supply-chain security evidence pack,82.1,15.5,Strong,Global
REG00010267,SYS0002447,BS000618,Internal Audit,Risk acceptance,Evidence Only,Medium,Risk acceptance evidence pack,74.1,37.2,Moderate,LATAM
REG00010268,SYS0003016,BS000578,GDPR,Data protection controls,Watch,Medium,Data protection controls evidence pack,39.5,6.2,Strong,US
REG00010269,SYS0011608,BS000691,GDPR,Breach reporting,Watch,High,Breach reporting evidence pack,74.9,6.9,Strong,UK
REG00010270,SYS0010717,BS000233,Operational Resilience,Scenario testing,Indirect,Medium,Scenario testing evidence pack,44.4,22.9,Strong,EU
REG00010271,SYS0009675,BS000517,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,74.7,31.3,Strong,Global
REG00010272,SYS0006441,BS000088,HIPAA,Business associate evidence,Evidence Only,High,Business associate evidence evidence pack,48.7,42.1,Moderate,Global
REG00010273,SYS0009722,BS000584,PCI-DSS,Cardholder data protection,Direct,Low,Cardholder data protection evidence pack,53.2,16.1,Strong,EU
REG00010274,SYS0001539,BS000570,Operational Resilience,Impact tolerance,Indirect,High,Impact tolerance evidence pack,46.5,33.3,Strong,US
REG00010275,SYS0006712,BS000621,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,40.4,29.6,Strong,UK
REG00010276,SYS0008080,BS000077,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,49.1,11.7,Strong,LATAM
REG00010277,SYS0008230,BS000483,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,60.4,16.3,Strong,Global
REG00010278,SYS0009502,BS000366,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,50.7,4.7,Strong,US
REG00010279,SYS0006792,BS000188,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,54.2,21.2,Strong,UK
REG00010280,SYS0010662,BS000468,Operational Resilience,Scenario testing,Direct,Low,Scenario testing evidence pack,41.6,24.4,Strong,UK
REG00010281,SYS0002566,BS000564,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,35.7,22.3,Strong,EU
REG00010282,SYS0002510,BS000171,DORA,Third-party risk evidence,Watch,Medium,Third-party risk evidence evidence pack,65.4,8.7,Strong,Global
REG00010283,SYS0009108,BS000667,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,38.9,10.7,Strong,LATAM
REG00010284,SYS0011306,BS000635,HIPAA,Access logging,Evidence Only,Medium,Access logging evidence pack,49.3,23.9,Strong,EU
REG00010285,SYS0009553,BS000306,Operational Resilience,Scenario testing,Watch,Medium,Scenario testing evidence pack,61.2,26.8,Strong,EU
REG00010286,SYS0003906,BS000333,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,47.7,21.8,Strong,EU
REG00010287,SYS0001432,BS000559,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,86.6,0.0,Strong,UK
REG00010288,SYS0007302,BS000252,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,48.7,18.1,Strong,US
REG00010289,SYS0005425,BS000582,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,66.1,28.4,Strong,EU
REG00010290,SYS0007564,BS000614,HIPAA,Access logging,Direct,High,Access logging evidence pack,76.6,13.8,Strong,LATAM
REG00010291,SYS0008655,BS000325,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,57.8,20.8,Strong,EU
REG00010292,SYS0008066,BS000569,GDPR,Data protection controls,Evidence Only,Low,Data protection controls evidence pack,61.9,0.0,Strong,EU
REG00010293,SYS0000963,BS000563,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,60.2,33.8,Strong,EU
REG00010294,SYS0001459,BS000278,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,52.9,40.8,Moderate,EU
REG00010295,SYS0001457,BS000018,Operational Resilience,Impact tolerance,Direct,Critical,Impact tolerance evidence pack,35.0,53.7,Moderate,EU
REG00010296,SYS0002490,BS000193,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,76.0,18.7,Strong,US
REG00010297,SYS0006332,BS000567,PCI-DSS,Vulnerability management,Evidence Only,Medium,Vulnerability management evidence pack,80.8,2.2,Strong,EU
REG00010298,SYS0000693,BS000067,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,61.2,17.3,Strong,EU
REG00010299,SYS0007572,BS000584,HIPAA,Business associate evidence,Indirect,Medium,Business associate evidence evidence pack,73.0,0.0,Strong,Global
REG00010300,SYS0000882,BS000621,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,82.7,0.0,Strong,US
REG00010301,SYS0003609,BS000305,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,30.1,18.2,Strong,US
REG00010302,SYS0001966,BS000532,DORA,Third-party risk evidence,Indirect,Low,Third-party risk evidence evidence pack,56.6,6.5,Strong,US
REG00010303,SYS0002542,BS000242,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,35.7,27.2,Strong,Global
REG00010304,SYS0011557,BS000224,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,76.9,0.0,Strong,US
REG00010305,SYS0011502,BS000249,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,60.0,43.1,Moderate,EU
REG00010306,SYS0000968,BS000588,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,85.9,0.0,Strong,UK
REG00010307,SYS0003369,BS000039,Internal Audit,Policy compliance,Evidence Only,Critical,Policy compliance evidence pack,58.6,21.1,Strong,US
REG00010308,SYS0010694,BS000405,DORA,Third-party risk evidence,Evidence Only,Medium,Third-party risk evidence evidence pack,60.4,16.9,Strong,APAC
REG00010309,SYS0002480,BS000394,DORA,ICT risk management,Indirect,Medium,ICT risk management evidence pack,78.8,21.1,Strong,UK
REG00010310,SYS0010786,BS000239,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,61.8,29.0,Strong,EU
REG00010311,SYS0001379,BS000512,HIPAA,Protected data safeguards,Direct,Medium,Protected data safeguards evidence pack,30.3,48.1,Moderate,LATAM
REG00010312,SYS0011129,BS000091,DORA,Third-party risk evidence,Direct,Critical,Third-party risk evidence evidence pack,64.7,36.4,Moderate,UK
REG00010313,SYS0004920,BS000027,DORA,ICT risk management,Evidence Only,Critical,ICT risk management evidence pack,41.1,46.8,Moderate,Global
REG00010314,SYS0009854,BS000576,Operational Resilience,Service mapping,Direct,Medium,Service mapping evidence pack,76.8,26.5,Strong,LATAM
REG00010315,SYS0008184,BS000329,GDPR,Breach reporting,Indirect,High,Breach reporting evidence pack,60.0,19.3,Strong,EU
REG00010316,SYS0011419,BS000523,SOX,Change evidence,Indirect,High,Change evidence evidence pack,20.3,33.3,Strong,LATAM
REG00010317,SYS0000176,BS000253,GDPR,Breach reporting,Evidence Only,High,Breach reporting evidence pack,54.8,47.7,Moderate,EU
REG00010318,SYS0001607,BS000158,PCI-DSS,Segmentation evidence,Watch,High,Segmentation evidence evidence pack,73.1,17.3,Strong,EU
REG00010319,SYS0010009,BS000593,DORA,Third-party risk evidence,Watch,High,Third-party risk evidence evidence pack,35.0,26.3,Strong,EU
REG00010320,SYS0007853,BS000409,HIPAA,Protected data safeguards,Evidence Only,Medium,Protected data safeguards evidence pack,24.1,19.0,Strong,EU
REG00010321,SYS0006032,BS000276,Internal Audit,Policy compliance,Indirect,Medium,Policy compliance evidence pack,59.8,30.1,Strong,APAC
REG00010322,SYS0004873,BS000302,SOX,Access attestation,Direct,Medium,Access attestation evidence pack,65.9,19.3,Strong,EU
REG00010323,SYS0011314,BS000539,DORA,Third-party risk evidence,Evidence Only,Medium,Third-party risk evidence evidence pack,70.4,30.2,Strong,LATAM
REG00010324,SYS0007370,BS000309,DORA,Operational resilience testing,Indirect,High,Operational resilience testing evidence pack,67.8,30.5,Strong,EU
REG00010325,SYS0007563,BS000083,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,43.7,33.2,Strong,Global
REG00010326,SYS0000999,BS000123,Operational Resilience,Scenario testing,Indirect,Medium,Scenario testing evidence pack,66.5,8.2,Strong,US
REG00010327,SYS0008288,BS000688,DORA,ICT risk management,Watch,Critical,ICT risk management evidence pack,57.6,41.5,Moderate,US
REG00010328,SYS0007462,BS000172,GDPR,Processor evidence,Indirect,Low,Processor evidence evidence pack,51.7,3.9,Strong,APAC
REG00010329,SYS0001311,BS000023,GDPR,Processor evidence,Evidence Only,Critical,Processor evidence evidence pack,69.7,42.5,Moderate,US
REG00010330,SYS0006725,BS000005,Operational Resilience,Impact tolerance,Evidence Only,High,Impact tolerance evidence pack,57.4,52.1,Moderate,UK
REG00010331,SYS0009489,BS000061,HIPAA,Business associate evidence,Direct,Medium,Business associate evidence evidence pack,68.0,12.6,Strong,Global
REG00010332,SYS0008360,BS000661,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,58.7,19.2,Strong,US
REG00010333,SYS0004095,BS000711,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,65.7,21.4,Strong,US
REG00010334,SYS0007902,BS000314,DORA,Operational resilience testing,Indirect,High,Operational resilience testing evidence pack,16.7,26.6,Strong,UK
REG00010335,SYS0000779,BS000217,Operational Resilience,Impact tolerance,Watch,Critical,Impact tolerance evidence pack,27.5,52.0,Moderate,US
REG00010336,SYS0005958,BS000630,PCI-DSS,Cardholder data protection,Indirect,Medium,Cardholder data protection evidence pack,62.7,0.0,Strong,US
REG00010337,SYS0001841,BS000709,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,16.8,40.5,Moderate,LATAM
REG00010338,SYS0010251,BS000646,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,88.1,25.1,Strong,EU
REG00010339,SYS0003549,BS000401,PCI-DSS,Vulnerability management,Watch,High,Vulnerability management evidence pack,76.0,17.6,Strong,UK
REG00010340,SYS0004626,BS000559,SOX,Financial reporting control,Evidence Only,Critical,Financial reporting control evidence pack,26.1,44.0,Moderate,UK
REG00010341,SYS0009209,BS000440,NIS2,Supply-chain security,Evidence Only,Low,Supply-chain security evidence pack,49.3,17.3,Strong,US
REG00010342,SYS0003691,BS000388,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,41.9,36.2,Moderate,US
REG00010343,SYS0005021,BS000179,Operational Resilience,Scenario testing,Indirect,High,Scenario testing evidence pack,69.6,34.2,Strong,EU
REG00010344,SYS0002847,BS000596,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,83.9,15.1,Strong,EU
REG00010345,SYS0004120,BS000595,SOX,Access attestation,Evidence Only,Medium,Access attestation evidence pack,21.3,40.2,Moderate,US
REG00010346,SYS0006091,BS000118,Operational Resilience,Service mapping,Indirect,Critical,Service mapping evidence pack,33.1,33.9,Strong,UK
REG00010347,SYS0002121,BS000400,NIS2,Supply-chain security,Direct,High,Supply-chain security evidence pack,67.8,27.9,Strong,Global
REG00010348,SYS0007103,BS000586,PCI-DSS,Vulnerability management,Watch,Critical,Vulnerability management evidence pack,58.9,53.5,Moderate,EU
REG00010349,SYS0007558,BS000572,Internal Audit,Control evidence,Evidence Only,Critical,Control evidence evidence pack,82.0,28.1,Strong,APAC
REG00010350,SYS0008421,BS000614,GDPR,Processor evidence,Evidence Only,Low,Processor evidence evidence pack,64.5,12.2,Strong,LATAM
REG00010351,SYS0009941,BS000350,SOX,Access attestation,Evidence Only,Medium,Access attestation evidence pack,38.5,23.9,Strong,EU
