signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00009345,2024-10-09,Threat Trend,IBM,WebSphere Application Server,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.678,6,541,37066281.44,Model scenario,0.761
SIG00009346,2026-03-31,Threat Trend,Red Hat,RHEL,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.315,19,362,28197611.66,Assess replacement option,0.522
SIG00009347,2026-06-28,AI-Native Shift,Custom,Legacy Java Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.573,26,159,1412377.13,Model scenario,0.708
SIG00009348,2025-06-29,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.754,28,89,487774.96,Assess replacement option,0.463
SIG00009349,2025-02-03,Open Source Alternative,Open Source,Kubernetes,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.606,5,98,1658985.71,Model scenario,0.897
SIG00009350,2024-09-14,Vendor Consolidation,SAP,S/4HANA,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.567,47,53,3212166.59,Model scenario,0.672
SIG00009351,2024-07-27,Talent Scarcity,Open Source,PostgreSQL,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.507,44,346,3475287.18,Monitor,0.335
SIG00009352,2026-03-04,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.633,15,158,1886799.63,Prepare negotiation,0.864
SIG00009353,2025-04-18,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.802,4,239,11406759.88,Model scenario,0.745
SIG00009354,2024-06-29,Pricing Shock,VMware,vSphere,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.396,22,255,17223607.65,Monitor,0.836
SIG00009355,2026-03-28,AI-Native Shift,IBM,Cognos Analytics,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.556,58,401,5999635.71,Model scenario,0.776
SIG00009356,2024-08-29,Ecosystem Decline,IBM,AIX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.637,5,251,5344315.68,Monitor,0.862
SIG00009357,2025-06-20,Vendor Consolidation,Custom,Mainframe Integration Service,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.819,26,199,2919703.48,Model scenario,0.709
SIG00009358,2025-04-09,Talent Scarcity,IBM,Db2,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.434,31,133,7858504.64,Model scenario,0.58
SIG00009359,2024-02-26,Open Source Alternative,IBM,FileNet,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.535,13,344,151633037.62,Validate controls,0.812
SIG00009360,2026-03-01,Pricing Shock,SAP,BusinessObjects,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.889,58,49,1090463.33,Prepare negotiation,0.828
SIG00009361,2025-07-17,Threat Trend,Custom,AI-Native Application,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.508,8,325,3398949.08,Prepare negotiation,0.809
SIG00009362,2024-06-04,Vendor Consolidation,Open Source,Kubernetes,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.548,55,46,1416247.76,Monitor,0.846
SIG00009363,2024-08-11,AI-Native Shift,Red Hat,RHEL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.461,20,317,1809698.86,Escalate to board pack,0.74
SIG00009364,2026-04-22,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.853,44,180,7199685.38,Assess replacement option,0.531
SIG00009365,2025-12-20,AI-Native Shift,Microsoft,Windows Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.347,30,160,3558594.67,Assess replacement option,0.521
SIG00009366,2024-11-25,Ecosystem Decline,Custom,Mainframe Integration Service,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.865,50,153,5790171.01,Validate controls,0.657
SIG00009367,2025-07-27,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.531,18,192,15567512.82,Model scenario,0.872
SIG00009368,2024-08-25,Open Source Alternative,IBM,AIX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.589,28,55,631534.05,Monitor,0.697
SIG00009369,2024-07-02,Pricing Shock,IBM,MQ,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.535,36,110,6005889.43,Assess replacement option,0.937
SIG00009370,2026-02-15,Ecosystem Decline,SAP,PI/PO,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.806,11,104,2836162.95,Assess replacement option,0.67
SIG00009371,2024-04-20,AI-Native Shift,Custom,Mainframe Integration Service,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.727,57,280,3381597.97,Prepare negotiation,0.602
SIG00009372,2026-03-26,Regulatory Change,IBM,AIX,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.557,14,236,1103290.3,Validate controls,0.579
SIG00009373,2026-03-12,AI-Native Shift,IBM,FileNet,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.247,28,348,16144043.67,Prepare negotiation,0.832
SIG00009374,2024-05-21,AI-Native Shift,Broadcom,CA Identity Manager,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.637,58,184,9775717.62,Model scenario,0.753
SIG00009375,2025-03-24,AI-Native Shift,Custom,Mainframe Integration Service,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.827,28,120,53504313.17,Prepare negotiation,0.7
SIG00009376,2025-04-24,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.764,26,174,6758487.81,Prepare negotiation,0.38
SIG00009377,2025-03-12,Threat Trend,Microsoft,SQL Server,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.649,11,349,1698942.16,Assess replacement option,0.713
SIG00009378,2025-09-07,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.613,27,204,3586416.1,Assess replacement option,0.677
SIG00009379,2026-02-05,Ecosystem Decline,Open Source,Kubernetes,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.508,39,284,51324115.43,Validate controls,0.543
SIG00009380,2026-06-28,Ecosystem Decline,SAP,HANA,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,5,0.363,14,250,13875505.41,Monitor,0.758
SIG00009381,2026-05-27,Talent Scarcity,SAP,ECC,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.837,33,176,11357004.69,Escalate to board pack,0.646
SIG00009382,2024-08-23,Ecosystem Decline,SAP,ECC,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.499,26,503,17267536.83,Monitor,0.481
SIG00009383,2024-07-07,Pricing Shock,IBM,Cognos Analytics,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.77,8,397,18086419.58,Prepare negotiation,0.944
SIG00009384,2025-08-21,Pricing Shock,Oracle,Oracle Database,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.364,36,236,27551114.31,Validate controls,0.701
SIG00009385,2026-04-08,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.548,48,150,1076774.52,Monitor,0.808
SIG00009386,2024-01-02,Pricing Shock,VMware,NSX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.4,38,182,37424335.73,Monitor,0.708
SIG00009387,2025-07-12,Talent Scarcity,VMware,vCenter,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.365,56,164,5592615.55,Model scenario,0.561
SIG00009388,2024-07-25,Pricing Shock,IBM,Cognos Analytics,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.742,50,103,6476829.66,Monitor,0.72
SIG00009389,2024-11-17,Threat Trend,Red Hat,OpenShift,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.448,47,278,16355938.24,Prepare negotiation,0.748
SIG00009390,2025-04-09,Pricing Shock,Oracle,Oracle Database,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.506,54,429,6823929.16,Model scenario,0.765
SIG00009391,2024-04-30,Threat Trend,Oracle,WebLogic,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.593,31,74,1741903.2,Model scenario,0.905
SIG00009392,2025-12-04,Threat Trend,IBM,AIX,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.419,5,67,5566954.24,Model scenario,0.729
SIG00009393,2026-01-14,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.526,54,404,3960602.48,Model scenario,0.855
SIG00009394,2026-03-30,Regulatory Change,IBM,AIX,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.579,4,179,1215194.88,Assess replacement option,0.67
SIG00009395,2025-05-14,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.667,27,280,4651091.2,Model scenario,0.498
SIG00009396,2025-12-16,Threat Trend,Microsoft,SQL Server,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.659,20,413,12601309.17,Model scenario,0.942
SIG00009397,2025-04-08,AI-Native Shift,SAP,PI/PO,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.667,42,203,54845463.14,Prepare negotiation,0.717
SIG00009398,2024-05-02,Quantum Crypto Horizon,Microsoft,SQL Server,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.604,32,525,20350454.85,Validate controls,0.61
SIG00009399,2025-05-25,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.504,6,236,6144634.69,Prepare negotiation,0.663
SIG00009400,2024-02-26,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.446,30,164,3332591.32,Validate controls,0.735
SIG00009401,2024-07-30,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.558,32,110,2220764.1,Model scenario,0.792
SIG00009402,2024-11-16,Talent Scarcity,Oracle,WebLogic,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.206,44,340,20453596.45,Monitor,0.484
SIG00009403,2026-06-16,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.477,56,357,10637875.74,Validate controls,0.68
SIG00009404,2024-09-08,AI-Native Shift,Oracle,WebLogic,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.388,20,233,714511.57,Model scenario,0.864
SIG00009405,2024-10-01,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.224,33,83,4197365.76,Monitor,0.456
SIG00009406,2025-06-06,AI-Native Shift,Red Hat,RHEL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.568,20,263,25893477.27,Prepare negotiation,0.804
SIG00009407,2025-08-13,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.503,58,176,4257239.13,Validate controls,0.528
SIG00009408,2024-01-07,Threat Trend,Oracle,Oracle Database,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.648,31,396,28840721.28,Model scenario,0.795
SIG00009409,2025-12-29,Ecosystem Decline,IBM,WebSphere Application Server,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,1,0.293,40,501,8711629.14,Model scenario,0.814
SIG00009410,2025-06-29,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.694,32,74,1385090.61,Monitor,0.883
SIG00009411,2026-05-04,Regulatory Change,VMware,vCenter,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.891,9,294,3183080.95,Model scenario,0.699
SIG00009412,2025-10-01,AI-Native Shift,IBM,Db2,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.8,50,467,198257421.39,Assess replacement option,0.885
SIG00009413,2025-12-07,Regulatory Change,Oracle,WebLogic,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.403,6,110,2466023.51,Monitor,0.659
SIG00009414,2026-01-08,Threat Trend,SAP,ECC,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.761,54,178,8248565.29,Model scenario,0.647
SIG00009415,2025-04-06,Regulatory Change,SAP,S/4HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.861,18,113,5188148.44,Validate controls,0.858
SIG00009416,2024-03-08,Threat Trend,IBM,AIX,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.478,5,303,93210921.61,Model scenario,0.842
SIG00009417,2025-12-07,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.499,27,453,21162749.06,Prepare negotiation,0.728
SIG00009418,2025-07-03,Talent Scarcity,Custom,AI-Native Application,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.758,25,163,38523561.3,Escalate to board pack,0.563
SIG00009419,2025-12-25,Open Source Alternative,Open Source,Kubernetes,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.887,15,257,1841825.93,Validate controls,0.662
SIG00009420,2026-02-23,Open Source Alternative,Custom,AI-Native Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.295,20,296,3987087.12,Monitor,0.868
SIG00009421,2024-09-16,Pricing Shock,Open Source,PostgreSQL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.561,26,349,81612461.55,Monitor,0.697
SIG00009422,2024-04-11,Open Source Alternative,IBM,Tivoli / Spectrum Protect,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.451,30,287,9883732.96,Model scenario,0.79
SIG00009423,2025-11-13,Vendor Consolidation,IBM,MQ,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.609,32,509,14228505.32,Prepare negotiation,0.872
